r,r_observed
-0.17700065779987564,0.49077106555753724
-0.5092575303272406,0.49077106555753724
0.346744411775971,0.49077106555753724
-0.1830689937431153,0.49077106555753724
-0.014420832998783575,0.49077106555753724
0.2455115926972316,0.49077106555753724
0.2907655753660421,0.49077106555753724
-0.45439177868185904,0.49077106555753724
0.32876635549557415,0.49077106555753724
0.05231718568837729,0.49077106555753724
-0.22544941624381945,0.49077106555753724
0.517904343604681,0.49077106555753724
0.044383618917626516,0.49077106555753724
0.2145073250455175,0.49077106555753724
-0.346250770638908,0.49077106555753724
-0.05665517620239284,0.49077106555753724
0.6376302978772841,0.49077106555753724
-0.03626307237659898,0.49077106555753724
-0.4572133121320553,0.49077106555753724
-0.1104216195031903,0.49077106555753724
-0.24304942100846827,0.49077106555753724
0.1430377007225695,0.49077106555753724
0.3074028568072561,0.49077106555753724
-0.33775855284046113,0.49077106555753724
-0.12310129936951278,0.49077106555753724
0.4300448337073193,0.49077106555753724
-0.35416933461504674,0.49077106555753724
-0.010954558856106442,0.49077106555753724
0.24006008564656037,0.49077106555753724
-0.11196637672027336,0.49077106555753724
0.28485214116532953,0.49077106555753724
0.23381752677591222,0.49077106555753724
-0.010635318722734322,0.49077106555753724
0.13518069268781224,0.49077106555753724
0.3604065728625837,0.49077106555753724
0.1418676203569746,0.49077106555753724
-0.1305681660435892,0.49077106555753724
0.0579750630263452,0.49077106555753724
0.012031373926673323,0.49077106555753724
-0.1770006577998756,0.49077106555753724
0.3274525167302006,0.49077106555753724
0.4937258202815349,0.49077106555753724
-0.17570659515795484,0.49077106555753724
-0.36573256473569,0.49077106555753724
-0.1868919868627707,0.49077106555753724
0.08037933508490067,0.49077106555753724
-0.23064139650642104,0.49077106555753724
-0.48828474772811276,0.49077106555753724
0.316664931682378,0.49077106555753724
0.20520497121944942,0.49077106555753724
-0.4276745865462758,0.49077106555753724
0.4339745581216473,0.49077106555753724
-0.05896144695996623,0.49077106555753724
0.054991170663596954,0.49077106555753724
-0.018743141206550337,0.49077106555753724
-0.06311977897845514,0.49077106555753724
-0.05303345813779671,0.49077106555753724
0.024958691958854886,0.49077106555753724
-0.31223212746126316,0.49077106555753724
-0.34645112933833144,0.49077106555753724
-0.12310129936951314,0.49077106555753724
0.18515764992281644,0.49077106555753724
-0.627474946882568,0.49077106555753724
-0.16847298427384336,0.49077106555753724
-0.556541643955574,0.49077106555753724
0.13594506520387217,0.49077106555753724
-0.030573306561954533,0.49077106555753724
-0.1448241342431479,0.49077106555753724
0.013166853414959517,0.49077106555753724
-0.12267153445383797,0.49077106555753724
-0.24556372108974694,0.49077106555753724
-0.23198485491695786,0.49077106555753724
0.0037745946923985405,0.49077106555753724
-0.42693782267724734,0.49077106555753724
-0.17248221402116248,0.49077106555753724
0.3763808121825868,0.49077106555753724
-0.057938499157625625,0.49077106555753724
-0.2345330728198321,0.49077106555753724
-0.0319119771028385,0.49077106555753724
-0.20888207887476515,0.49077106555753724
-0.3399243022810545,0.49077106555753724
0.6058186875489866,0.49077106555753724
-0.12267153445383797,0.49077106555753724
-0.32729405335423495,0.49077106555753724
-0.1217345310850307,0.49077106555753724
-0.408415430410518,0.49077106555753724
0.030668031688886974,0.49077106555753724
-0.02961460620279209,0.49077106555753724
-0.09416467297766344,0.49077106555753724
